Iteration 8866 	 Th1: 8384 Th2: 9212
Iteration 8867 	 Th1: 8386 Th2: 9212
Iteration 8868 	 Th1: 8387 Th2: 9212
Iteration 8869 	 Th1: 8387 Th2: 9212
Iteration 8870 	 Th1: 8389 Th2: 9212
Iteration 8871 	 Th1: 8389 Th2: 9212
Iteration 8872 	 Th1: 8389 Th2: 9212
Iteration 8873 	 Th1: 8391 Th2: 9212
Iteration 8874 	 Th1: 8391 Th2: 9212
Iteration 8875 	 Th1: 8393 Th2: 9212
Iteration 8876 	 Th1: 8393 Th2: 9212
Iteration 8877 	 Th1: 8395 Th2: 9212
Iteration 8878 	 Th1: 8395 Th2: 9212
Iteration 8879 	 Th1: 8396 Th2: 9212
Iteration 8880 	 Th1: 8397 Th2: 9212
Iteration 8881 	 Th1: 8397 Th2: 9212
Iteration 8882 	 Th1: 8399 Th2: 9212
Iteration 8883 	 Th1: 8400 Th2: 9212
Iteration 8884 	 Th1: 8400 Th2: 9212
Iteration 8885 	 Th1: 8402 Th2: 9212
Iteration 8886 	 Th1: 8402 Th2: 9212
Iteration 8887 	 Th1: 8404 Th2: 9212
Iteration 8888 	 Th1: 8404 Th2: 9212
Iteration 8889 	 Th1: 8405 Th2: 9212
Iteration 8890 	 Th1: 8407 Th2: 9212
Iteration 8891 	 Th1: 8407 Th2: 9212
Iteration 8892 	 Th1: 8409 Th2: 9212
Iteration 8893 	 Th1: 8410 Th2: 9212
Iteration 8894 	 Th1: 8410 Th2: 9212
Iteration 8895 	 Th1: 8412 Th2: 9212
Iteration 8896 	 Th1: 8412 Th2: 9212
Iteration 8897 	 Th1: 8413 Th2: 9212
Iteration 8898 	 Th1: 8413 Th2: 9212
Iteration 8899 	 Th1: 8413 Th2: 9212
Iteration 8900 	 Th1: 8413 Th2: 9212
Iteration 8901 	 Th1: 8413 Th2: 9212
Iteration 8902 	 Th1: 8414 Th2: 9212
Iteration 8903 	 Th1: 8414 Th2: 9212
Iteration 8904 	 Th1: 8414 Th2: 9212
Iteration 8905 	 Th1: 8414 Th2: 9212
Iteration 8906 	 Th1: 8414 Th2: 9212
Iteration 8907 	 Th1: 8414 Th2: 9212
Iteration 8908 	 Th1: 8414 Th2: 9212
Iteration 8909 	 Th1: 8414 Th2: 9212
Iteration 8910 	 Th1: 8414 Th2: 9212
Iteration 8911 	 Th1: 8414 Th2: 9212
Iteration 8912 	 Th1: 8414 Th2: 9212
Iteration 8913 	 Th1: 8414 Th2: 9212
Iteration 8914 	 Th1: 8414 Th2: 9212
Iteration 8915 	 Th1: 8414 Th2: 9212
Iteration 8916 	 Th1: 8414 Th2: 9212
Iteration 8917 	 Th1: 8415 Th2: 9212
Iteration 8918 	 Th1: 8415 Th2: 9212
Iteration 8919 	 Th1: 8415 Th2: 9212
Iteration 8920 	 Th1: 8415 Th2: 9212
Iteration 8921 	 Th1: 8415 Th2: 9212
Iteration 8922 	 Th1: 8415 Th2: 9212
Iteration 8923 	 Th1: 8415 Th2: 9212
Iteration 8924 	 Th1: 8415 Th2: 9212
Iteration 8925 	 Th1: 8415 Th2: 9212
Iteration 8926 	 Th1: 8415 Th2: 9212
Iteration 8927 	 Th1: 8415 Th2: 9212
Iteration 8928 	 Th1: 8416 Th2: 9212
Iteration 8929 	 Th1: 8416 Th2: 9212
Iteration 8930 	 Th1: 8416 Th2: 9212
Iteration 8931 	 Th1: 8416 Th2: 9212
Iteration 8932 	 Th1: 8416 Th2: 9212
Iteration 8933 	 Th1: 8416 Th2: 9212
Iteration 8934 	 Th1: 8416 Th2: 9212
Iteration 8935 	 Th1: 8417 Th2: 9212
Iteration 8936 	 Th1: 8417 Th2: 9212
Iteration 8937 	 Th1: 8417 Th2: 9212
Iteration 8938 	 Th1: 8417 Th2: 9212
Iteration 8939 	 Th1: 8417 Th2: 9212
Iteration 8940 	 Th1: 8417 Th2: 9212
Iteration 8941 	 Th1: 8417 Th2: 9212
Iteration 8942 	 Th1: 8417 Th2: 9212
Iteration 8943 	 Th1: 8417 Th2: 9212
Iteration 8944 	 Th1: 8417 Th2: 9212
Iteration 8945 	 Th1: 8417 Th2: 9212
Iteration 8946 	 Th1: 8417 Th2: 9212
Iteration 8947 	 Th1: 8419 Th2: 9212
Iteration 8948 	 Th1: 8420 Th2: 9212
Iteration 8949 	 Th1: 8420 Th2: 9212
Iteration 8950 	 Th1: 8421 Th2: 9212
Iteration 8951 	 Th1: 8421 Th2: 9212
Iteration 8952 	 Th1: 8421 Th2: 9212
Iteration 8953 	 Th1: 8421 Th2: 9212
Iteration 8954 	 Th1: 8421 Th2: 9212
Iteration 8955 	 Th1: 8421 Th2: 9212
Iteration 8956 	 Th1: 8421 Th2: 9212
Iteration 8957 	 Th1: 8421 Th2: 9212
Iteration 8958 	 Th1: 8423 Th2: 9212
Iteration 8959 	 Th1: 8423 Th2: 9212
Iteration 8960 	 Th1: 8425 Th2: 9212
Iteration 8961 	 Th1: 8425 Th2: 9212
Iteration 8962 	 Th1: 8427 Th2: 9212
Iteration 8963 	 Th1: 8428 Th2: 9212
Iteration 8964 	 Th1: 8428 Th2: 9212
Iteration 8965 	 Th1: 8430 Th2: 9212
Iteration 8966 	 Th1: 8430 Th2: 9212
Iteration 8967 	 Th1: 8432 Th2: 9212
Iteration 8968 	 Th1: 8432 Th2: 9212
Iteration 8969 	 Th1: 8433 Th2: 9212
Iteration 8970 	 Th1: 8435 Th2: 9212
Iteration 8971 	 Th1: 8435 Th2: 9212
Iteration 8972 	 Th1: 8437 Th2: 9212
Iteration 8973 	 Th1: 8437 Th2: 9212
Iteration 8974 	 Th1: 8438 Th2: 9212
Iteration 8975 	 Th1: 8440 Th2: 9212
Iteration 8976 	 Th1: 8440 Th2: 9212
Iteration 8977 	 Th1: 8442 Th2: 9212
Iteration 8978 	 Th1: 8442 Th2: 9212
Iteration 8979 	 Th1: 8444 Th2: 9212
Iteration 8980 	 Th1: 8445 Th2: 9212
Iteration 8981 	 Th1: 8445 Th2: 9212
Iteration 8982 	 Th1: 8447 Th2: 9212
Iteration 8983 	 Th1: 8448 Th2: 9212
Iteration 8984 	 Th1: 8448 Th2: 9212
Iteration 8985 	 Th1: 8450 Th2: 9212
Iteration 8986 	 Th1: 8450 Th2: 9212
Iteration 8987 	 Th1: 8450 Th2: 9212
Iteration 8988 	 Th1: 8450 Th2: 9212
Iteration 8989 	 Th1: 8450 Th2: 9212
Iteration 8990 	 Th1: 8450 Th2: 9212
Iteration 8991 	 Th1: 8450 Th2: 9212
Iteration 8992 	 Th1: 8450 Th2: 9212
Iteration 8993 	 Th1: 8451 Th2: 9212
Iteration 8994 	 Th1: 8451 Th2: 9212
Iteration 8995 	 Th1: 8451 Th2: 9212
Iteration 8996 	 Th1: 8451 Th2: 9212
Iteration 8997 	 Th1: 8451 Th2: 9212
Iteration 8998 	 Th1: 8451 Th2: 9212
Iteration 8999 	 Th1: 8451 Th2: 9212
Iteration 9000 	 Th1: 8451 Th2: 9212
Iteration 9001 	 Th1: 8451 Th2: 9212
Iteration 9002 	 Th1: 8451 Th2: 9212
Iteration 9003 	 Th1: 8451 Th2: 9212
Iteration 9004 	 Th1: 8451 Th2: 9212
Iteration 9005 	 Th1: 8451 Th2: 9212
Iteration 9006 	 Th1: 8451 Th2: 9212
Iteration 9007 	 Th1: 8452 Th2: 9212
Iteration 9008 	 Th1: 8452 Th2: 9212
Iteration 9009 	 Th1: 8452 Th2: 9212
Iteration 9010 	 Th1: 8453 Th2: 9212
Iteration 9011 	 Th1: 8453 Th2: 9212
Iteration 9012 	 Th1: 8453 Th2: 9212
Iteration 9013 	 Th1: 8453 Th2: 9212
Iteration 9014 	 Th1: 8453 Th2: 9212
Iteration 9015 	 Th1: 8453 Th2: 9212
Iteration 9016 	 Th1: 8453 Th2: 9212
Iteration 9017 	 Th1: 8454 Th2: 9212
Iteration 9018 	 Th1: 8454 Th2: 9212
Iteration 9019 	 Th1: 8454 Th2: 9212
Iteration 9020 	 Th1: 8454 Th2: 9212
Iteration 9021 	 Th1: 8454 Th2: 9212
Iteration 9022 	 Th1: 8455 Th2: 9212
Iteration 9023 	 Th1: 8455 Th2: 9212
Iteration 9024 	 Th1: 8455 Th2: 9212
Iteration 9025 	 Th1: 8455 Th2: 9212
Iteration 9026 	 Th1: 8455 Th2: 9212
Iteration 9027 	 Th1: 8455 Th2: 9212
Iteration 9028 	 Th1: 8455 Th2: 9212
Iteration 9029 	 Th1: 8455 Th2: 9212
Iteration 9030 	 Th1: 8455 Th2: 9212
Iteration 9031 	 Th1: 8455 Th2: 9212
Iteration 9032 	 Th1: 8455 Th2: 9212
Iteration 9033 	 Th1: 8455 Th2: 9212
Iteration 9034 	 Th1: 8455 Th2: 9212
Iteration 9035 	 Th1: 8457 Th2: 9212
Iteration 9036 	 Th1: 8457 Th2: 9212
Iteration 9037 	 Th1: 8457 Th2: 9212
Iteration 9038 	 Th1: 8457 Th2: 9212
Iteration 9039 	 Th1: 8457 Th2: 9212
Iteration 9040 	 Th1: 8458 Th2: 9212
Iteration 9041 	 Th1: 8458 Th2: 9212
Iteration 9042 	 Th1: 8458 Th2: 9212
Iteration 9043 	 Th1: 8458 Th2: 9212
Iteration 9044 	 Th1: 8458 Th2: 9212
Iteration 9045 	 Th1: 8458 Th2: 9212
Iteration 9046 	 Th1: 8458 Th2: 9212
Iteration 9047 	 Th1: 8458 Th2: 9212
Iteration 9048 	 Th1: 8458 Th2: 9212
Iteration 9049 	 Th1: 8458 Th2: 9212
Iteration 9050 	 Th1: 8458 Th2: 9212
Iteration 9051 	 Th1: 8458 Th2: 9212
Iteration 9052 	 Th1: 8458 Th2: 9212
Iteration 9053 	 Th1: 8460 Th2: 9212
Iteration 9054 	 Th1: 8460 Th2: 9212
Iteration 9055 	 Th1: 8460 Th2: 9212
Iteration 9056 	 Th1: 8460 Th2: 9212
Iteration 9057 	 Th1: 8460 Th2: 9212
Iteration 9058 	 Th1: 8460 Th2: 9212
Iteration 9059 	 Th1: 8460 Th2: 9212
Iteration 9060 	 Th1: 8460 Th2: 9212
Iteration 9061 	 Th1: 8460 Th2: 9212
Iteration 9062 	 Th1: 8461 Th2: 9212
Iteration 9063 	 Th1: 8461 Th2: 9212
Iteration 9064 	 Th1: 8462 Th2: 9212
Iteration 9065 	 Th1: 8464 Th2: 9212
Iteration 9066 	 Th1: 8464 Th2: 9212
Iteration 9067 	 Th1: 8465 Th2: 9212
Iteration 9068 	 Th1: 8465 Th2: 9212
Iteration 9069 	 Th1: 8465 Th2: 9212
Iteration 9070 	 Th1: 8466 Th2: 9212
Iteration 9071 	 Th1: 8466 Th2: 9212
Iteration 9072 	 Th1: 8466 Th2: 9212
Iteration 9073 	 Th1: 8466 Th2: 9212
Iteration 9074 	 Th1: 8466 Th2: 9212
Iteration 9075 	 Th1: 8466 Th2: 9212
Iteration 9076 	 Th1: 8466 Th2: 9212
Iteration 9077 	 Th1: 8466 Th2: 9212
Iteration 9078 	 Th1: 8467 Th2: 9212
Iteration 9079 	 Th1: 8467 Th2: 9212
Iteration 9080 	 Th1: 8467 Th2: 9212
Iteration 9081 	 Th1: 8467 Th2: 9212
Iteration 9082 	 Th1: 8467 Th2: 9212
Iteration 9083 	 Th1: 8467 Th2: 9212
Iteration 9084 	 Th1: 8467 Th2: 9212
Iteration 9085 	 Th1: 8467 Th2: 9212
Iteration 9086 	 Th1: 8467 Th2: 9212
Iteration 9087 	 Th1: 8467 Th2: 9212
Iteration 9088 	 Th1: 8467 Th2: 9212
Iteration 9089 	 Th1: 8467 Th2: 9212
Iteration 9090 	 Th1: 8467 Th2: 9212
Iteration 9091 	 Th1: 8467 Th2: 9212
Iteration 9092 	 Th1: 8467 Th2: 9212
Iteration 9093 	 Th1: 8468 Th2: 9212
Iteration 9094 	 Th1: 8468 Th2: 9212
Iteration 9095 	 Th1: 8468 Th2: 9212
Iteration 9096 	 Th1: 8468 Th2: 9212
Iteration 9097 	 Th1: 8468 Th2: 9212
Iteration 9098 	 Th1: 8468 Th2: 9212
Iteration 9099 	 Th1: 8468 Th2: 9212
Iteration 9100 	 Th1: 8468 Th2: 9212
Iteration 9101 	 Th1: 8470 Th2: 9212
Iteration 9102 	 Th1: 8470 Th2: 9212
Iteration 9103 	 Th1: 8472 Th2: 9212
Iteration 9104 	 Th1: 8472 Th2: 9212
Iteration 9105 	 Th1: 8474 Th2: 9212
Iteration 9106 	 Th1: 8474 Th2: 9212
Iteration 9107 	 Th1: 8475 Th2: 9212
Iteration 9108 	 Th1: 8477 Th2: 9212
Iteration 9109 	 Th1: 8477 Th2: 9212
Iteration 9110 	 Th1: 8479 Th2: 9212
Iteration 9111 	 Th1: 8479 Th2: 9212
Iteration 9112 	 Th1: 8480 Th2: 9212
Iteration 9113 	 Th1: 8480 Th2: 9212
Iteration 9114 	 Th1: 8480 Th2: 9212
Iteration 9115 	 Th1: 8480 Th2: 9212
Iteration 9116 	 Th1: 8480 Th2: 9212
Iteration 9117 	 Th1: 8480 Th2: 9212
Iteration 9118 	 Th1: 8481 Th2: 9212
Iteration 9119 	 Th1: 8481 Th2: 9212
Iteration 9120 	 Th1: 8481 Th2: 9212
Iteration 9121 	 Th1: 8481 Th2: 9212
Iteration 9122 	 Th1: 8481 Th2: 9212
Iteration 9123 	 Th1: 8481 Th2: 9212
Iteration 9124 	 Th1: 8481 Th2: 9212
Iteration 9125 	 Th1: 8481 Th2: 9212
Iteration 9126 	 Th1: 8481 Th2: 9212
Iteration 9127 	 Th1: 8481 Th2: 9212
Iteration 9128 	 Th1: 8481 Th2: 9212
Iteration 9129 	 Th1: 8481 Th2: 9212
Iteration 9130 	 Th1: 8481 Th2: 9212
Iteration 9131 	 Th1: 8482 Th2: 9212
Iteration 9132 	 Th1: 8482 Th2: 9212
Iteration 9133 	 Th1: 8482 Th2: 9212
Iteration 9134 	 Th1: 8482 Th2: 9212
Iteration 9135 	 Th1: 8482 Th2: 9212
Iteration 9136 	 Th1: 8482 Th2: 9212
Iteration 9137 	 Th1: 8482 Th2: 9212
Iteration 9138 	 Th1: 8482 Th2: 9212
Iteration 9139 	 Th1: 8482 Th2: 9212
Iteration 9140 	 Th1: 8482 Th2: 9212
Iteration 9141 	 Th1: 8482 Th2: 9212
Iteration 9142 	 Th1: 8482 Th2: 9212
Iteration 9143 	 Th1: 8482 Th2: 9212
Iteration 9144 	 Th1: 8482 Th2: 9212
Iteration 9145 	 Th1: 8482 Th2: 9212
Iteration 9146 	 Th1: 8482 Th2: 9212
Iteration 9147 	 Th1: 8482 Th2: 9212
Iteration 9148 	 Th1: 8482 Th2: 9212
Iteration 9149 	 Th1: 8482 Th2: 9212
Iteration 9150 	 Th1: 8482 Th2: 9212
Iteration 9151 	 Th1: 8483 Th2: 9212
Iteration 9152 	 Th1: 8483 Th2: 9212
Iteration 9153 	 Th1: 8483 Th2: 9212
Iteration 9154 	 Th1: 8483 Th2: 9212
Iteration 9155 	 Th1: 8483 Th2: 9212
Iteration 9156 	 Th1: 8483 Th2: 9212
Iteration 9157 	 Th1: 8483 Th2: 9212
Iteration 9158 	 Th1: 8483 Th2: 9212
Iteration 9159 	 Th1: 8483 Th2: 9212
Iteration 9160 	 Th1: 8483 Th2: 9212
Iteration 9161 	 Th1: 8483 Th2: 9212
Iteration 9162 	 Th1: 8483 Th2: 9212
Iteration 9163 	 Th1: 8483 Th2: 9212
Iteration 9164 	 Th1: 8483 Th2: 9212
Iteration 9165 	 Th1: 8483 Th2: 9212
Iteration 9166 	 Th1: 8485 Th2: 9212
Iteration 9167 	 Th1: 8485 Th2: 9212
Iteration 9168 	 Th1: 8486 Th2: 9212
Iteration 9169 	 Th1: 8486 Th2: 9212
Iteration 9170 	 Th1: 8486 Th2: 9212
Iteration 9171 	 Th1: 8486 Th2: 9212
Iteration 9172 	 Th1: 8486 Th2: 9212
Iteration 9173 	 Th1: 8486 Th2: 9212
Iteration 9174 	 Th1: 8486 Th2: 9212
Iteration 9175 	 Th1: 8486 Th2: 9212
Iteration 9176 	 Th1: 8487 Th2: 9212
Iteration 9177 	 Th1: 8487 Th2: 9212
Iteration 9178 	 Th1: 8487 Th2: 9212
Iteration 9179 	 Th1: 8487 Th2: 9212
Iteration 9180 	 Th1: 8487 Th2: 9212
Iteration 9181 	 Th1: 8487 Th2: 9212
Iteration 9182 	 Th1: 8487 Th2: 9212
Iteration 9183 	 Th1: 8487 Th2: 9212
Iteration 9184 	 Th1: 8487 Th2: 9212
Iteration 9185 	 Th1: 8487 Th2: 9212
Iteration 9186 	 Th1: 8487 Th2: 9212
Iteration 9187 	 Th1: 8487 Th2: 9212
Iteration 9188 	 Th1: 8488 Th2: 9212
Iteration 9189 	 Th1: 8488 Th2: 9212
Iteration 9190 	 Th1: 8488 Th2: 9212
Iteration 9191 	 Th1: 8488 Th2: 9212
Iteration 9192 	 Th1: 8488 Th2: 9212
Iteration 9193 	 Th1: 8488 Th2: 9212
Iteration 9194 	 Th1: 8488 Th2: 9212
Iteration 9195 	 Th1: 8488 Th2: 9212
Iteration 9196 	 Th1: 8488 Th2: 9212
Iteration 9197 	 Th1: 8488 Th2: 9212
Iteration 9198 	 Th1: 8489 Th2: 9212
Iteration 9199 	 Th1: 8489 Th2: 9212
Iteration 9200 	 Th1: 8489 Th2: 9212
Iteration 9201 	 Th1: 8489 Th2: 9212
Iteration 9202 	 Th1: 8489 Th2: 9212
Iteration 9203 	 Th1: 8489 Th2: 9212
Iteration 9204 	 Th1: 8490 Th2: 9212
Iteration 9205 	 Th1: 8490 Th2: 9212
Iteration 9206 	 Th1: 8491 Th2: 9212
Iteration 9207 	 Th1: 8491 Th2: 9212
Iteration 9208 	 Th1: 8492 Th2: 9212
Iteration 9209 	 Th1: 8492 Th2: 9212
Iteration 9210 	 Th1: 8492 Th2: 9212
Iteration 9211 	 Th1: 8492 Th2: 9212
Iteration 9212 	 Th1: 9212 Th2: 9701
Iteration 9213 	 Th1: 9212 Th2: 9709
Iteration 9214 	 Th1: 9212 Th2: 9723
Iteration 9215 	 Th1: 9212 Th2: 9730
Iteration 9216 	 Th1: 9212 Th2: 9743
Iteration 9217 	 Th1: 9212 Th2: 9744
Iteration 9218 	 Th1: 9212 Th2: 9745
Iteration 9219 	 Th1: 9212 Th2: 9746
Iteration 9220 	 Th1: 9212 Th2: 9747
Iteration 9221 	 Th1: 9212 Th2: 9748
Iteration 9222 	 Th1: 9212 Th2: 9749
Iteration 9223 	 Th1: 9212 Th2: 9751
Iteration 9224 	 Th1: 9212 Th2: 9757
Iteration 9225 	 Th1: 9212 Th2: 9771
Iteration 9226 	 Th1: 9212 Th2: 9777
Iteration 9227 	 Th1: 9212 Th2: 9778
Iteration 9228 	 Th1: 9212 Th2: 9780
Iteration 9229 	 Th1: 9212 Th2: 9781
Iteration 9230 	 Th1: 9212 Th2: 9786
Iteration 9231 	 Th1: 9212 Th2: 9787
Iteration 9232 	 Th1: 9212 Th2: 9791
Iteration 9233 	 Th1: 9212 Th2: 9798
Iteration 9234 	 Th1: 9212 Th2: 9800
Iteration 9235 	 Th1: 9212 Th2: 9801
Iteration 9236 	 Th1: 9212 Th2: 9806
Iteration 9237 	 Th1: 9212 Th2: 9814
Iteration 9238 	 Th1: 9212 Th2: 9826
Iteration 9239 	 Th1: 9212 Th2: 9828
Iteration 9240 	 Th1: 9212 Th2: 9829
Iteration 9241 	 Th1: 9212 Th2: 9830
Iteration 9242 	 Th1: 9212 Th2: 9831
Iteration 9243 	 Th1: 9212 Th2: 9832
Iteration 9244 	 Th1: 9212 Th2: 9833
Iteration 9245 	 Th1: 9212 Th2: 9834
Iteration 9246 	 Th1: 9212 Th2: 9835
Iteration 9247 	 Th1: 9212 Th2: 9836
Iteration 9248 	 Th1: 9212 Th2: 9837
Iteration 9249 	 Th1: 9212 Th2: 9838
Iteration 9250 	 Th1: 9212 Th2: 9839
Iteration 9251 	 Th1: 9212 Th2: 9840
Iteration 9252 	 Th1: 9212 Th2: 9841
Iteration 9253 	 Th1: 9212 Th2: 9842
Iteration 9254 	 Th1: 9212 Th2: 9843
Iteration 9255 	 Th1: 9212 Th2: 9844
Iteration 9256 	 Th1: 9212 Th2: 9845
Iteration 9257 	 Th1: 9212 Th2: 9846
Iteration 9258 	 Th1: 9212 Th2: 9847
Iteration 9259 	 Th1: 9212 Th2: 9848
Iteration 9260 	 Th1: 9212 Th2: 9849
Iteration 9261 	 Th1: 9212 Th2: 9850
Iteration 9262 	 Th1: 9212 Th2: 9851
Iteration 9263 	 Th1: 9212 Th2: 9852
Iteration 9264 	 Th1: 9212 Th2: 9853
Iteration 9265 	 Th1: 9212 Th2: 9854
Iteration 9266 	 Th1: 9212 Th2: 9855
Iteration 9267 	 Th1: 9212 Th2: 9856
Iteration 9268 	 Th1: 9212 Th2: 9857
Iteration 9269 	 Th1: 9212 Th2: 9858
Iteration 9270 	 Th1: 9212 Th2: 9859
Iteration 9271 	 Th1: 9212 Th2: 9860
Iteration 9272 	 Th1: 9212 Th2: 9861
Iteration 9273 	 Th1: 9212 Th2: 9862
Iteration 9274 	 Th1: 9212 Th2: 9863
Iteration 9275 	 Th1: 9212 Th2: 9864
Iteration 9276 	 Th1: 9212 Th2: 9865
Iteration 9277 	 Th1: 9212 Th2: 9866
Iteration 9278 	 Th1: 9212 Th2: 9867
Iteration 9279 	 Th1: 9212 Th2: 9868
Iteration 9280 	 Th1: 9212 Th2: 9869
Iteration 9281 	 Th1: 9212 Th2: 9870
Iteration 9282 	 Th1: 9212 Th2: 9871
Iteration 9283 	 Th1: 9212 Th2: 9872
Iteration 9284 	 Th1: 9212 Th2: 9873
Iteration 9285 	 Th1: 9212 Th2: 9874
Iteration 9286 	 Th1: 9212 Th2: 9875
Iteration 9287 	 Th1: 9212 Th2: 9876
Iteration 9288 	 Th1: 9212 Th2: 9877
Iteration 9289 	 Th1: 9212 Th2: 9878
Iteration 9290 	 Th1: 9212 Th2: 9879
Iteration 9291 	 Th1: 9212 Th2: 9880
Iteration 9292 	 Th1: 9212 Th2: 9881
Iteration 9293 	 Th1: 9212 Th2: 9882
Iteration 9294 	 Th1: 9212 Th2: 9883
Iteration 9295 	 Th1: 9212 Th2: 9884
Iteration 9296 	 Th1: 9212 Th2: 9885
Iteration 9297 	 Th1: 9212 Th2: 9886
Iteration 9298 	 Th1: 9212 Th2: 9887
Iteration 9299 	 Th1: 9212 Th2: 9888
Iteration 9300 	 Th1: 9212 Th2: 9889
Iteration 9301 	 Th1: 9212 Th2: 9890
Iteration 9302 	 Th1: 9212 Th2: 9891
Iteration 9303 	 Th1: 9212 Th2: 9892
Iteration 9304 	 Th1: 9212 Th2: 9893
Iteration 9305 	 Th1: 9212 Th2: 9894
Iteration 9306 	 Th1: 9212 Th2: 9895
Iteration 9307 	 Th1: 9212 Th2: 9896
Iteration 9308 	 Th1: 9212 Th2: 9897
Iteration 9309 	 Th1: 9212 Th2: 9898
Iteration 9310 	 Th1: 9212 Th2: 9899
Iteration 9311 	 Th1: 9212 Th2: 9900
Iteration 9312 	 Th1: 9212 Th2: 9901
Iteration 9313 	 Th1: 9212 Th2: 9902
Iteration 9314 	 Th1: 9212 Th2: 9903
Iteration 9315 	 Th1: 9212 Th2: 9904
Iteration 9316 	 Th1: 9212 Th2: 9905
Iteration 9317 	 Th1: 9212 Th2: 9906
Iteration 9318 	 Th1: 9212 Th2: 9907
Iteration 9319 	 Th1: 9212 Th2: 9908
Iteration 9320 	 Th1: 9212 Th2: 9909
Iteration 9321 	 Th1: 9212 Th2: 9910
Iteration 9322 	 Th1: 9212 Th2: 9911
Iteration 9323 	 Th1: 9212 Th2: 9912
Iteration 9324 	 Th1: 9212 Th2: 9913
Iteration 9325 	 Th1: 9212 Th2: 9914
Iteration 9326 	 Th1: 9212 Th2: 9915
Iteration 9327 	 Th1: 9212 Th2: 9916
Iteration 9328 	 Th1: 9212 Th2: 9917
Iteration 9329 	 Th1: 9212 Th2: 9918
Iteration 9330 	 Th1: 9212 Th2: 9919
Iteration 9331 	 Th1: 9212 Th2: 9920
Iteration 9332 	 Th1: 9212 Th2: 9921
Iteration 9333 	 Th1: 9212 Th2: 9924
Iteration 9334 	 Th1: 9212 Th2: 9925
Iteration 9335 	 Th1: 9212 Th2: 9926
Iteration 9336 	 Th1: 9212 Th2: 9927
Iteration 9337 	 Th1: 9212 Th2: 9928
Iteration 9338 	 Th1: 9212 Th2: 9929
Iteration 9339 	 Th1: 9212 Th2: 9930
Iteration 9340 	 Th1: 9212 Th2: 9931
Iteration 9341 	 Th1: 9212 Th2: 9932
Iteration 9342 	 Th1: 9212 Th2: 9933
Iteration 9343 	 Th1: 9212 Th2: 9934
Iteration 9344 	 Th1: 9212 Th2: 9935
Iteration 9345 	 Th1: 9212 Th2: 9936
Iteration 9346 	 Th1: 9212 Th2: 9937
Iteration 9347 	 Th1: 9212 Th2: 9938
Iteration 9348 	 Th1: 9212 Th2: 9939
Iteration 9349 	 Th1: 9212 Th2: 9940
Iteration 9350 	 Th1: 9212 Th2: 9941
Iteration 9351 	 Th1: 9212 Th2: 9942
Iteration 9352 	 Th1: 9212 Th2: 9943
Iteration 9353 	 Th1: 9212 Th2: 9944
Iteration 9354 	 Th1: 9212 Th2: 9945
Iteration 9355 	 Th1: 9212 Th2: 9946
Iteration 9356 	 Th1: 9212 Th2: 9947
Iteration 9357 	 Th1: 9212 Th2: 9948
Iteration 9358 	 Th1: 9212 Th2: 9957
Iteration 9359 	 Th1: 9212 Th2: 9971
Iteration 9360 	 Th1: 9212 Th2: 9979
Iteration 9361 	 Th1: 9212 Th2: 9992
Iteration 9362 	 Th1: 9212 Th2: 9993
Iteration 9363 	 Th1: 9212 Th2: 9999
Iteration 9364 	 Th1: 9212 Th2: 10012
Iteration 9365 	 Th1: 9212 Th2: 10015
Iteration 9366 	 Th1: 9212 Th2: 10023
Iteration 9367 	 Th1: 9212 Th2: 10024
Iteration 9368 	 Th1: 9212 Th2: 10026
Iteration 9369 	 Th1: 9212 Th2: 10029
Iteration 9370 	 Th1: 9212 Th2: 10033
Iteration 9371 	 Th1: 9212 Th2: 10038
Iteration 9372 	 Th1: 9212 Th2: 10039
Iteration 9373 	 Th1: 9212 Th2: 10040
Iteration 9374 	 Th1: 9212 Th2: 10041
Iteration 9375 	 Th1: 9212 Th2: 10042
Iteration 9376 	 Th1: 9212 Th2: 10043
Iteration 9377 	 Th1: 9212 Th2: 10044
Iteration 9378 	 Th1: 9212 Th2: 10045
Iteration 9379 	 Th1: 9212 Th2: 10049
Iteration 9380 	 Th1: 9212 Th2: 10050
Iteration 9381 	 Th1: 9212 Th2: 10051
Iteration 9382 	 Th1: 9212 Th2: 10052
Iteration 9383 	 Th1: 9212 Th2: 10053
Iteration 9384 	 Th1: 9212 Th2: 10054
Iteration 9385 	 Th1: 9212 Th2: 10055
Iteration 9386 	 Th1: 9212 Th2: 10056
Iteration 9387 	 Th1: 9212 Th2: 10057
Iteration 9388 	 Th1: 9212 Th2: 10058
Iteration 9389 	 Th1: 9212 Th2: 10059
Iteration 9390 	 Th1: 9212 Th2: 10060
Iteration 9391 	 Th1: 9212 Th2: 10061
Iteration 9392 	 Th1: 9212 Th2: 10062
Iteration 9393 	 Th1: 9212 Th2: 10063
Iteration 9394 	 Th1: 9212 Th2: 10064
Iteration 9395 	 Th1: 9212 Th2: 10065
Iteration 9396 	 Th1: 9212 Th2: 10067
Iteration 9397 	 Th1: 9212 Th2: 10072
Iteration 9398 	 Th1: 9212 Th2: 10073
Iteration 9399 	 Th1: 9212 Th2: 10074
Iteration 9400 	 Th1: 9212 Th2: 10075
Iteration 9401 	 Th1: 9212 Th2: 10077
Iteration 9402 	 Th1: 9212 Th2: 10078
Iteration 9403 	 Th1: 9212 Th2: 10084
